Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-29 00:00:00-04:00,238.21865844962338,239.27567714866154,233.75125263606446,236.8325653076172,27484200,0.0,0.0
2022-09-30 00:00:00-04:00,237.6203354661562,239.86401237187025,232.07596296924808,232.2454833984375,35694800,0.0,0.0
2022-10-03 00:00:00-04:00,234.74843821190314,240.9310115005364,234.00054591369974,240.06346130371094,28880400,0.0,0.0
2022-10-04 00:00:00-04:00,244.40123012682912,249.6564243257283,244.29153864661237,248.1805877685547,34888400,0.0,0.0
2022-10-05 00:00:00-04:00,245.29870902865895,249.87580627240095,243.41402103324117,248.4996795654297,20347100,0.0,0.0
2022-10-06 00:00:00-04:00,247.23324650786185,249.636477448373,245.38845460666704,246.09645080566406,20239900,0.0,0.0
2022-10-07 00:00:00-04:00,240.2230137545566,240.6418468553623,232.51474095660376,233.5817413330078,37769600,0.0,0.0
2022-10-10 00:00:00-04:00,232.39508290072817,233.9008340013529,226.09283614332807,228.6057586669922,29743600,0.0,0.0
2022-10-11 00:00:00-04:00,226.9803311695,228.41628687658542,223.4802005454106,224.77655029296875,30474000,0.0,0.0
2022-10-12 00:00:00-04:00,224.7665628294253,227.21965630141167,223.33062237547864,225.11558532714844,21903900,0.0,0.0
2022-10-13 00:00:00-04:00,219.2321808975975,235.43651494664252,218.51420303322863,233.5817413330078,42551800,0.0,0.0
2022-10-14 00:00:00-04:00,234.8780745082495,236.57330931002247,227.69831112253,227.91769409179688,30198600,0.0,0.0
2022-10-17 00:00:00-04:00,235.15730178599676,238.28847709405372,234.47920482170156,236.86248779296875,28142300,0.0,0.0
2022-10-18 00:00:00-04:00,242.556442629174,243.24449078200982,234.7085488734521,237.8297576904297,26329600,0.0,0.0
2022-10-19 00:00:00-04:00,236.3738535173781,238.93663849881446,233.63158168315587,235.8154296875,19985700,0.0,0.0
2022-10-20 00:00:00-04:00,235.10743687592137,240.63186151947062,234.2099569513052,235.48635864257812,21811000,0.0,0.0
2022-10-21 00:00:00-04:00,234.08032525435812,242.31710703638663,233.84099423881756,241.4395751953125,26299700,0.0,0.0
2022-10-24 00:00:00-04:00,243.07497793354688,247.1435141060181,240.62189956902853,246.55517578125,24911200,0.0,0.0
2022-10-25 00:00:00-04:00,246.56512744954154,250.3345034160636,245.13915343761474,249.95558166503906,34775500,0.0,0.0
2022-10-26 00:00:00-04:00,230.52034954378038,237.6303172335911,229.41346832771077,230.66993713378906,82543200,0.0,0.0
2022-10-27 00:00:00-04:00,230.39071507836036,233.03327706758068,225.14550242707125,226.11277770996094,40424600,0.0,0.0
2022-10-28 00:00:00-04:00,225.60421125473152,235.93509752394849,225.41474277042659,235.20713806152344,40647700,0.0,0.0
2022-10-31 00:00:00-04:00,233.10307007565976,234.2598138354599,230.50040422406337,231.4776611328125,28357300,0.0,0.0
2022-11-01 00:00:00-04:00,233.94073161881778,235.0775273746614,226.6911575603201,227.52879333496094,30592300,0.0,0.0
2022-11-02 00:00:00-04:00,228.81517274403552,230.64999828044301,219.42163166214243,219.48147583007812,38407000,0.0,0.0
2022-11-03 00:00:00-04:00,219.47148791706906,219.7905959399654,213.3786579500525,213.6479034423828,36633900,0.0,0.0
2022-11-04 00:00:00-04:00,216.93863254697632,220.9672724306729,212.83020044168666,220.76783752441406,36789100,0.0,0.0
2022-11-07 00:00:00-05:00,221.36616397722162,227.768120516855,220.6581525408613,227.22962951660156,33498000,0.0,0.0
2022-11-08 00:00:00-05:00,228.05730146137128,230.99900829264706,225.20533805919308,228.22682189941406,28192500,0.0,0.0
2022-11-09 00:00:00-05:00,226.7310375024422,227.987506375022,223.6995872382589,223.8790740966797,27852900,0.0,0.0
2022-11-10 00:00:00-05:00,234.7683791456448,242.64618742121752,234.33959485019315,242.2971649169922,46268000,0.0,0.0
2022-11-11 00:00:00-05:00,242.30714099159349,247.29308970375996,241.25010708325152,246.41555786132812,34620200,0.0,0.0
2022-11-14 00:00:00-05:00,241.30995122390436,243.22455370326696,238.5377649575026,240.87118530273438,31123300,0.0,0.0
2022-11-15 00:00:00-05:00,244.96964121064886,246.30587184332504,239.35545796715368,241.29000854492188,31390100,0.0,0.0
2022-11-16 00:00:00-05:00,242.7899932861328,243.8000030517578,240.4199981689453,241.72999572753906,24093300,0.68,0.0
2022-11-17 00:00:00-05:00,237.77999877929688,243.25,237.6300048828125,241.67999267578125,23123500,0.0,0.0
2022-11-18 00:00:00-05:00,243.50999450683594,243.74000549316406,239.02999877929688,241.22000122070312,27613500,0.0,0.0
2022-11-21 00:00:00-05:00,241.42999267578125,244.6699981689453,241.19000244140625,242.0500030517578,26394700,0.0,0.0
2022-11-22 00:00:00-05:00,243.58999633789062,245.30999755859375,240.7100067138672,245.02999877929688,19665700,0.0,0.0
2022-11-23 00:00:00-05:00,245.11000061035156,248.27999877929688,244.27000427246094,247.5800018310547,19508500,0.0,0.0
2022-11-25 00:00:00-05:00,247.30999755859375,248.6999969482422,246.72999572753906,247.49000549316406,9200800,0.0,0.0
2022-11-28 00:00:00-05:00,246.0800018310547,246.64999389648438,240.8000030517578,241.75999450683594,24778200,0.0,0.0
2022-11-29 00:00:00-05:00,241.39999389648438,242.7899932861328,238.2100067138672,240.3300018310547,17956300,0.0,0.0
2022-11-30 00:00:00-05:00,240.57000732421875,255.3300018310547,239.86000061035156,255.13999938964844,47594200,0.0,0.0
2022-12-01 00:00:00-05:00,253.8699951171875,256.1199951171875,250.9199981689453,254.69000244140625,26041500,0.0,0.0
2022-12-02 00:00:00-05:00,249.82000732421875,256.05999755859375,249.69000244140625,255.02000427246094,21528500,0.0,0.0
2022-12-05 00:00:00-05:00,252.00999450683594,253.82000732421875,248.05999755859375,250.1999969482422,23435300,0.0,0.0
2022-12-06 00:00:00-05:00,250.82000732421875,251.86000061035156,243.77999877929688,245.1199951171875,22463700,0.0,0.0
2022-12-07 00:00:00-05:00,244.8300018310547,246.16000366210938,242.2100067138672,244.3699951171875,20481500,0.0,0.0
2022-12-08 00:00:00-05:00,244.83999633789062,248.74000549316406,243.05999755859375,247.39999389648438,22611800,0.0,0.0
2022-12-09 00:00:00-05:00,244.6999969482422,248.30999755859375,244.16000366210938,245.4199981689453,20609700,0.0,0.0
2022-12-12 00:00:00-05:00,247.4499969482422,252.5399932861328,247.1699981689453,252.50999450683594,30665100,0.0,0.0
2022-12-13 00:00:00-05:00,261.69000244140625,263.9200134277344,253.07000732421875,256.9200134277344,42196900,0.0,0.0
2022-12-14 00:00:00-05:00,257.1300048828125,262.5899963378906,254.30999755859375,257.2200012207031,35410900,0.0,0.0
2022-12-15 00:00:00-05:00,253.72000122070312,254.1999969482422,247.33999633789062,249.00999450683594,35560400,0.0,0.0
2022-12-16 00:00:00-05:00,248.5500030517578,249.83999633789062,243.50999450683594,244.69000244140625,86102000,0.0,0.0
2022-12-19 00:00:00-05:00,244.86000061035156,245.2100067138672,238.7100067138672,240.4499969482422,29696400,0.0,0.0
2022-12-20 00:00:00-05:00,239.39999389648438,242.91000366210938,238.4199981689453,241.8000030517578,25150800,0.0,0.0
2022-12-21 00:00:00-05:00,241.69000244140625,245.6199951171875,240.11000061035156,244.42999267578125,23690600,0.0,0.0
2022-12-22 00:00:00-05:00,241.25999450683594,241.99000549316406,233.8699951171875,238.19000244140625,28651700,0.0,0.0
2022-12-23 00:00:00-05:00,236.11000061035156,238.8699951171875,233.94000244140625,238.72999572753906,21207000,0.0,0.0
2022-12-27 00:00:00-05:00,238.6999969482422,238.92999267578125,235.8300018310547,236.9600067138672,16688600,0.0,0.0
2022-12-28 00:00:00-05:00,236.88999938964844,239.72000122070312,234.1699981689453,234.52999877929688,17457100,0.0,0.0
2022-12-29 00:00:00-05:00,235.64999389648438,241.9199981689453,235.64999389648438,241.00999450683594,19770700,0.0,0.0
2022-12-30 00:00:00-05:00,238.2100067138672,239.9600067138672,236.66000366210938,239.82000732421875,21930800,0.0,0.0
2023-01-03 00:00:00-05:00,243.0800018310547,245.75,237.39999389648438,239.5800018310547,25740000,0.0,0.0
2023-01-04 00:00:00-05:00,232.27999877929688,232.8699951171875,225.9600067138672,229.10000610351562,50623400,0.0,0.0
2023-01-05 00:00:00-05:00,227.1999969482422,227.5500030517578,221.75999450683594,222.30999755859375,39585600,0.0,0.0
2023-01-06 00:00:00-05:00,223.0,225.75999450683594,219.35000610351562,224.92999267578125,43597700,0.0,0.0
